Epoch,Number_of_Unlabeled_Images,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Test_Loss,Test_Acc,Test_Pre,Test_Recall,Test_F1,Test_1_Acc,Test_2_Acc,Test_3_Acc,Test_4_Acc,Test_5_Acc,Test_7_Acc,Test_8_Acc,Test_Confusion_Matrix,Model_Parameter
19,3789,0.3347,0.8756,0.3365,0.8687,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
20,3764,0.3288,0.8786,0.4467,0.8330,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
21,4089,0.3317,0.8750,0.4230,0.8458,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
22,3994,0.3341,0.8754,0.4068,0.8463,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
23,3777,0.3140,0.8824,0.3605,0.8612,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
24,3968,0.3129,0.8848,0.4139,0.8392,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
25,4289,0.3045,0.8856,0.4652,0.8295,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
26,3955,0.3009,0.8886,0.4289,0.8401,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
27,3917,0.3068,0.8889,0.3137,0.8775,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
28,4166,0.2870,0.8951,0.3582,0.8599,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
29,4150,0.2921,0.8901,0.3643,0.8612,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
30,4219,0.2175,0.9203,0.2835,0.8894,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
31,4462,0.1882,0.9330,0.2659,0.8974,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
32,4631,0.1796,0.9357,0.2740,0.8899,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
33,4677,0.1690,0.9384,0.3028,0.8903,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
34,4751,0.1724,0.9373,0.4932,0.8793,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
35,4815,0.1804,0.9358,0.7480,0.8736,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
36,4747,0.1948,0.9328,0.5589,0.8771,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
37,4790,0.1794,0.9356,0.4532,0.8828,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
38,4790,0.1692,0.9380,0.4444,0.8872,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
39,4954,0.1783,0.9350,0.7996,0.8762,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
40,4915,0.1797,0.9342,0.3797,0.8894,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
41,4950,0.1661,0.9390,0.4831,0.8863,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
42,4866,0.1718,0.9371,0.3756,0.8850,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
43,4942,0.1657,0.9408,0.3151,0.8863,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
44,4964,0.1564,0.9423,0.3327,0.8934,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
45,4969,0.1556,0.9457,0.4123,0.8855,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
46,5045,0.1570,0.9438,0.4804,0.8837,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
47,4991,0.1550,0.9446,0.3419,0.8899,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
48,5104,0.1448,0.9467,0.3472,0.8907,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
49,5119,0.1411,0.9493,0.3489,0.8885,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
50,5102,0.1456,0.9461,0.3862,0.8899,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
51,5082,0.1418,0.9486,0.4859,0.8899,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
52,5105,0.1464,0.9478,0.3156,0.8930,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
53,5072,0.1363,0.9492,0.3315,0.8863,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
54,5130,0.1392,0.9486,0.4138,0.8930,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
55,5194,0.1395,0.9494,0.3337,0.8930,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
56,5125,0.1379,0.9512,0.2847,0.9031,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
57,5202,0.1263,0.9537,0.3632,0.8912,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
58,5201,0.1316,0.9519,0.3294,0.8947,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
59,5227,0.1294,0.9539,0.3374,0.8912,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
60,5197,0.1118,0.9601,0.2966,0.9031,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
61,5258,0.1033,0.9653,0.3295,0.8974,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
62,5255,0.1047,0.9645,0.3255,0.8996,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
63,5282,0.1074,0.9638,0.3033,0.9009,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
64,5321,0.1046,0.9621,0.3000,0.9022,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
65,5310,0.1031,0.9634,0.2880,0.9013,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
66,5291,0.1045,0.9640,0.3332,0.9009,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
67,5288,0.1039,0.9647,0.3216,0.8960,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
68,5290,0.0995,0.9662,0.3718,0.8956,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
69,5310,0.1099,0.9634,0.3242,0.8982,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
70,5322,0.1041,0.9619,0.2806,0.9066,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
71,5333,0.0922,0.9674,0.3380,0.8978,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
72,5317,0.1036,0.9639,0.3075,0.9000,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
73,5328,0.0945,0.9681,0.2877,0.9031,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
74,5364,0.0957,0.9672,0.3495,0.8996,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
75,5346,0.0998,0.9667,0.3182,0.8991,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
76,5326,0.0962,0.9671,0.3169,0.8969,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
77,5364,0.0986,0.9656,0.3096,0.9009,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
78,5316,0.0964,0.9660,0.3256,0.9013,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
79,5360,0.1008,0.9650,0.3415,0.9018,None,None,None,None,None,None,None,None,None,None,None,None,None,50.11
80,5362,0.1025,0.9648,0.3073,0.9053,0.2894,0.8974,0.8989,0.8923,0.8953,0.9623,0.8869,0.7870,0.9190,0.8372,0.9205,0.9331,[[332  11   0   1   0   0   1]  [ 19 345  24   0   0   1   0]  [  0  17 255  46   6   0   0]  [  0   1  29 420   3   1   3]  [  0   0   6  16 144   4   2]  [  0   0   6   1   2 220  10]  [  0   1   3   1   6  12 321]],50.11
