Epoch,Number_of_Unlabeled_Images,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Test_Loss,Test_Acc,Test_Pre,Test_Recall,Test_F1,Test_1_Acc,Test_2_Acc,Test_3_Acc,Test_4_Acc,Test_5_Acc,Test_7_Acc,Test_8_Acc,Test_Confusion_Matrix,Model_Parameter,Hours
55,5607,0.0956,0.9646,0.3065,0.9053,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
56,5598,0.094,0.9649,0.3364,0.8987,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
57,5592,0.0902,0.967,0.335,0.8982,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
58,5593,0.0884,0.9684,0.288,0.9031,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
59,5605,0.0823,0.9699,0.3321,0.8943,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
60,5658,0.0733,0.9742,0.3196,0.9062,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
61,5687,0.069,0.9767,0.2943,0.9097,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
62,5705,0.0654,0.9778,0.2894,0.9079,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
63,5720,0.0631,0.9791,0.2931,0.9044,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
64,5734,0.0641,0.9784,0.3028,0.9062,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
65,5732,0.0627,0.979,0.3256,0.907,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
66,5745,0.0635,0.9787,0.292,0.9106,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
67,5731,0.0607,0.9802,0.3034,0.911,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
68,5736,0.0601,0.9794,0.3195,0.9097,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
69,5724,0.0618,0.9799,0.3177,0.9093,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
70,5758,0.0598,0.9795,0.2956,0.9097,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
71,5713,0.061,0.9786,0.2957,0.9088,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
72,5796,0.0601,0.9799,0.3111,0.9088,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
73,5754,0.0606,0.9789,0.3111,0.9101,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
74,5798,0.0612,0.9789,0.3007,0.9123,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
75,5781,0.0622,0.9782,0.2992,0.9084,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
76,5781,0.061,0.9779,0.3158,0.9123,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
77,5792,0.0629,0.9772,0.3067,0.9093,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
78,5776,0.0582,0.9807,0.3241,0.9075,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
79,5802,0.0622,0.9781,0.3111,0.9066,None,None,None,None,None,None,None,None,None,None,None,None,None,65.38,None
80,5809,0.0605,0.9794,0.3041,0.9106,0.3325,0.9018,0.9049,0.8979,0.901,0.9681,0.892,0.8148,0.9125,0.8488,0.9247,0.9244,[[334  11   0   0   0   0   0]  [ 15 347  25   1   0   1   0]  [  0  13 264  42   4   1   0]  [  0   0  29 417   7   1   3]  [  0   0   5  16 146   4   1]  [  0   1   1   2   2 221  12]  [  4   0   4   5   0  13 318]],65.38,2.5
